nom,longitude,latitude,largeur,longueur,adresse,aire,Panneau,lampe,caniveau,nature,categorie,date_constru,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
nan,1.212102,6.185438,,,sans adresse,1309.18,True,True,True,Pavé et ciment,circulation automobile,,limite UL,2024-02-27 00:19:18,,2024-02-27 00:19:18,"MULTIPOLYGON (((302239.934090373 684037.1625968661, 302238.01347843104 684037.2683351533, 302234.061054747 684036.4211897439, 302211.7215701877 684026.5847624206, 302157.0677067589 684000.8167267883, 302152.3128333541 683999.4765588938, 302148.16782711324 683999.4093765116, 302145.08030613826 683999.8897940667, 302141.2193499073 684001.4183667469, 302136.6553837967 684003.7661997568, 302131.85779763444 684006.7466491604, 302129.87339793367 684008.7358404651, 302101.2076900293 684056.203247792, 302100.4318119434 684058.1604519575, 302100.49633184436 684058.6488832837, 302100.97435283696 684059.5268420638, 302101.5480498102 684060.1120511289, 302147.8586158247 684084.2552729178, 302150.48974607873 684085.5308689486, 302153.14628493576 684086.0524650911, 302155.8857187932 684086.2945549063, 302158.7902853074 684085.7821748938, 302161.3037188313 684085.2990334576, 302162.5040294621 684084.9040773484, 302164.7755180714 684083.1093802982, 302165.74888936 684081.709968348, 302166.55510856933 684080.4646938274, 302194.4732439209 684026.7451471292, 302194.7377336123 684026.4510687798, 302194.88395086076 684026.3039826187, 302195.3578857364 684025.9673158105, 302195.8884614137 684025.8538405563, 302200.36648442864 684027.8771427717, 302223.8484123085 684038.5763642137, 302226.81450364675 684039.73914647, 302234.0912266732 684042.9322593851, 302236.51608964184 684045.0420984799, 302236.99870648544 684043.3627840724, 302237.2567679328 684041.8956555228, 302239.26360405993 684038.0466401853, 302239.934090373 684037.1625968661), (302161.6518160758 684081.4519666515, 302160.7290576424 684081.9911217036, 302160.6635967996 684082.0266911249, 302158.95432313066 684082.8878414638, 302158.8321433749 684082.9411083768, 302156.84850357875 684083.6777229046, 302156.32286195917 684083.747920966, 302153.3998701857 684083.484025105, 302153.06862809026 684083.4056463958, 302149.50259660144 684082.0033793427, 302149.3986933067 684081.9567129441, 302105.50044872804 684059.6794539511, 302105.17255778675 684059.4348713349, 302103.9198283253 684058.7141522204, 302103.39396088244 684058.1504855265, 302103.70425471617 684057.3197734128, 302104.1813180006 684056.3749993283, 302106.2964028555 684052.5455667196, 302106.65035269095 684051.9238699607, 302128.3140172889 684016.6153049405, 302130.30178657884 684013.5510758215, 302133.0515690367 684010.6378587334, 302136.8660454822 684007.8583473883, 302141.3442051484 684005.3054154951, 302142.24313474837 684004.8715437147, 302143.37585911585 684004.6718708981, 302144.90225706267 684004.2944332251, 302147.1517084012 684003.7935649377, 302149.8921848906 684003.4213513867, 302151.31569814216 684003.7175640784, 302153.31894628855 684004.610504163, 302184.9571380769 684020.6620660999, 302185.7779069922 684021.0188189478, 302186.3347804354 684021.6006016904, 302186.93332909094 684022.3101019261, 302187.0098240037 684022.8972566861, 302186.9871397646 684023.7500692602, 302186.9641948823 684024.0620567075, 302185.96989441203 684026.3569704129, 302185.2413516561 684027.2861976871, 302184.77550741716 684028.2059572997, 302183.53801162564 684029.3692639553, 302182.5786076014 684029.868027359, 302173.69963986636 684033.9684060559, 302171.6607949737 684038.310529702, 302186.0570026948 684031.3310644209, 302186.38970281713 684031.7767096078, 302186.6561077576 684032.2060309299, 302186.8377014743 684032.4734163434, 302186.57884870784 684033.058025522, 302184.6243732804 684036.2006467486, 302179.2603545106 684046.4777137431, 302162.10876420804 684080.9739437283, 302161.6518160758 684081.4519666515)))"
nan,1.217146,6.165765,,,sans adresse,1723.59,True,True,True,Pavé et ciment,circulation automobile,,limite UL,2024-02-27 00:19:18,,2024-02-27 00:19:18,"MULTIPOLYGON (((302804.9964469254 681889.0445526802, 302806.0758825976 681878.3866424299, 302799.7173468635 681877.9882603699, 302784.224252215 681875.0491142704, 302778.33929538843 681874.6562419048, 302773.89804886375 681873.8460031566, 302723.31232752796 681871.7461232386, 302722.61463958217 681871.4648334351, 302722.0713516779 681871.0541081922, 302721.7334707619 681870.3332900308, 302721.31826051103 681869.638514251, 302721.21150556055 681868.5817333325, 302721.3833493219 681865.951206175, 302728.41141546896 681806.8826976232, 302723.76527216367 681806.5372551836, 302723.0015716854 681813.5272311606, 302722.60240990814 681813.773512104, 302721.3572012206 681813.7454449891, 302720.3914393986 681825.9057583757, 302720.9601018586 681826.1874796471, 302721.2201363146 681826.7796388682, 302719.40178623796 681842.4977509379, 302719.2611506785 681842.8849788469, 302719.0299814654 681843.2080498015, 302718.77248987346 681843.3765056613, 302717.0431974457 681843.2791516085, 302715.9213577451 681855.0661215797, 302716.82453917037 681855.0631020005, 302717.4962497492 681855.292910948, 302717.610246488 681855.6212739132, 302717.48220412375 681857.8455590379, 302716.5043349593 681866.3832826682, 302716.4572071525 681867.7242004337, 302716.17645350785 681868.6533576899, 302715.9977137375 681869.2211999807, 302715.6894308645 681869.6347722802, 302715.2010289792 681870.2036498875, 302714.24804771424 681870.7482969164, 302712.90678194107 681870.9332682507, 302710.71316946624 681870.889034729, 302684.48674452904 681868.4756932856, 302682.472302204 681867.9925361326, 302681.24405571364 681867.2489115065, 302680.1316307464 681866.414656106, 302679.13476864813 681865.4124192245, 302678.6158628495 681864.5761791401, 302678.2523485706 681863.9070144903, 302678.1083076849 681863.2757917121, 302678.0009484269 681862.0385256822, 302677.78829917323 681860.1827992182, 302677.6276051725 681858.4300344363, 302677.6740424276 681856.8828478591, 302677.5653036937 681855.2330447612, 302677.5073131635 681853.3252334156, 302677.3440326565 681850.7989616338, 302677.23807773506 681849.0170069688, 302677.27897231653 681846.7768978311, 302677.272635344 681844.8818056906, 302677.3206246115 681843.7987233178, 302677.37247538567 681842.9057839622, 302681.73287578375 681797.3472483391, 302675.84851118614 681797.1348687337, 302671.6104343557 681841.6519738947, 302672.924849667 681864.3051415386, 302672.8513140874 681865.465660946, 302672.46725408855 681866.369380214, 302671.6168901232 681866.7331978764, 302670.4570364024 681867.149618232, 302669.37330489163 681867.1790262122, 302670.0127625215 681873.1974181618, 302671.5869648098 681873.2179376788, 302672.56911370833 681873.6787626679, 302673.29329700395 681874.1662341848, 302673.7093701284 681875.1188454538, 302674.1226596014 681882.9557554632, 302680.28200725466 681882.4452649265, 302679.7853285709 681880.5389205718, 302679.6513881113 681879.0696887445, 302679.8274546767 681877.7025556716, 302680.44126088195 681876.0503364042, 302681.80462440546 681874.7565846307, 302683.5825952253 681873.9771235784, 302684.8476525373 681874.1533803223, 302702.8132290754 681875.6403391139, 302764.50258710945 681879.9204956276, 302775.24339632294 681881.6378959214, 302785.0590102092 681884.4928792339, 302791.8788113508 681886.6359287463, 302802.72145909816 681887.9404516615, 302804.9964469254 681889.0445526802)))"
nan,1.217801,6.167049,,,sans adresse,2981.68,True,True,True,Pavé et ciment,circulation automobile,,limite UL,2024-02-27 00:19:18,,2024-02-27 00:19:18,"MULTIPOLYGON (((302795.36053339596 681982.2833822807, 302794.6059078374 681988.8902239101, 302793.1292164348 681998.0517115394, 302793.12285477924 681998.1105976243, 302792.14250815794 682005.4775088195, 302791.1524062391 682016.9558116845, 302790.17574259115 682025.6294181214, 302789.7995261925 682028.8794398754, 302789.4673542381 682032.8164087863, 302788.8491001802 682038.9892513886, 302788.0992288088 682044.0134930194, 302784.3307745267 682074.6167530435, 302784.0938414291 682075.2324809453, 302777.0902906414 682084.5257007005, 302764.7547463813 682112.5676590925, 302765.9938179077 682113.0334961669, 302766.604666528 682113.2631487158, 302773.63077427784 682115.9046600488, 302774.7787490656 682116.3362487063, 302774.91810801654 682116.3791762914, 302778.07763030316 682118.2313470675, 302780.95860526175 682119.9202282149, 302781.76980022993 682120.3686629747, 302782.55675009 682120.8036948538, 302783.2807522086 682121.2039287419, 302783.88527551474 682121.3538479697, 302783.86599097267 682121.9055841297, 302791.3911470369 682129.2293268895, 302793.2174028074 682131.0067023169, 302793.62611545547 682131.404475635, 302794.2711148712 682132.3186166971, 302794.2711148723 682132.3186166985, 302794.27111487254 682132.3186166991, 302795.0700418785 682133.4509153708, 302796.70954320324 682137.1914735826, 302796.84445530636 682137.6915371662, 302796.8444553209 682137.6915371966, 302796.10488737177 682128.9919080212, 302794.6348283087 682123.3922713534, 302793.50915724685 682120.1472777866, 302793.85933181003 682107.1134256235, 302793.8594321246 682107.1092024613, 302794.571124796 682079.2157027572, 302794.34186266625 682078.3441393513, 302794.31403089146 682078.2056532821, 302793.93783241895 682075.525225433, 302793.9296056882 682075.267901468, 302794.03503616527 682073.8745049422, 302794.0363501824 682073.8585533152, 302796.6405271465 682044.6287577584, 302796.6522679839 682044.5370834403, 302797.3842021094 682040.1656514838, 302798.143682483 682035.6156093243, 302798.226463051 682035.3355340443, 302798.6328850767 682031.2478088567, 302799.33836269187 682026.1402501165, 302800.02208726807 682017.6095299756, 302800.4701169194 682011.4798140099, 302800.7047592384 682005.2231401373, 302801.0373884606 682002.7962752131, 302801.90330367046 681994.260688027, 302802.48195584386 681988.9816770556, 302803.5557152484 681983.1315993315, 302805.54791267996 681969.2403429167, 302806.3462564631 681963.67605968, 302806.3447454533 681963.6042931429, 302806.4597120511 681950.6322395476, 302806.48899550166 681950.3791829996, 302808.1010528921 681937.8786611278, 302810.2273632793 681917.7859444557, 302810.8959253915 681909.3523949605, 302812.94499744906 681889.3115049602, 302815.150368594 681869.7084185162, 302815.35613046214 681865.199782003, 302815.3615436122 681864.3672355076, 302807.51504942967 681863.8777794141, 302807.51504942967 681863.8777794142, 302777.2357608371 681861.0396155774, 302775.71933586407 681870.5847056155, 302806.52767519956 681873.9244760916, 302806.0758825976 681878.3866424299, 302804.9964469254 681889.0445526802, 302802.6122337525 681908.1480472249, 302802.6070032383 681908.1852164892, 302802.12204882153 681917.0653015439, 302799.7873414232 681936.3857502054, 302799.7614134143 681936.5591387724, 302798.8742372313 681949.0481180096, 302798.2013323847 681963.901859188, 302797.0796441059 681970.4565547205, 302797.0684345319 681970.6922702643, 302795.3769705596 681982.1948334258, 302795.36053339596 681982.2833822807), (302807.5150494271 681863.8777794411, 302807.5150494271 681863.8777794408, 302807.51504942967 681863.8777794142, 302807.5150494271 681863.8777794411), (302782.4870902395 682096.1990284981, 302782.88302563236 682095.9498005251, 302783.34417279344 682095.8709163466, 302783.80043754075 682095.9743663257, 302784.18246781715 682096.2444261074, 302784.4321951751 682096.6400467142, 302784.5116611571 682097.1010939737, 302784.26207051886 682106.8833450403, 302783.99766390695 682115.9097020153, 302782.44017482916 682117.1774359903, 302777.5218627922 682115.392297322, 302775.70208612987 682114.6465400867, 302774.81682181277 682113.1458165643, 302782.2165486346 682096.5807177144, 302782.4870902395 682096.1990284981)))"
nan,1.211369,6.173105,,,sans adresse,327.75,True,True,True,Pavé et ciment,circulation Petonne,,limite UL,2024-02-27 00:04:27,,2024-02-27 00:04:27,"MULTIPOLYGON (((302004.35907588754 682664.0989790683, 302002.8725883416 682663.8891357959, 302002.6581398064 682664.7888819876, 302002.37640178273 682665.7536240506, 302031.39116138127 682669.4307776074, 302051.1654252699 682672.2851054581, 302051.3137970665 682672.3001042929, 302058.40106700704 682672.7125765956, 302058.42007492343 682672.7135791474, 302160.2776929356 682677.5306192234, 302160.29058991076 682677.5314043345, 302168.2429157749 682678.0324522458, 302168.2429157749 682678.0324522458, 302168.29616624373 682677.7810120088, 302168.3636823427 682677.4622117366, 302168.4525551094 682677.0740112389, 302168.50784560025 682676.832499729, 302168.61065535736 682676.547292705, 302168.4161025204 682676.5392456064, 302168.33989551174 682676.5360935302, 302167.9750767627 682676.5210038894, 302167.9089873631 682676.5150029566, 302167.6726124813 682676.4935400625, 302167.6653554635 682676.4026834166, 302167.65146709327 682676.0381185253, 302162.76941787684 682675.7481726526, 302161.13449513644 682675.6493607535, 302159.51202886016 682675.6218298781, 302159.51202886016 682675.6218298781, 302159.36747316946 682675.618853818, 302150.75911259983 682675.1919540383, 302060.0365381052 682670.6929037528, 302051.42281825945 682670.2819137397, 302031.4438548926 682667.4574755244, 302005.62352606806 682664.2774906638, 302005.22875057306 682664.2217486016, 302004.35907588754 682664.0989790683)))"
nan,1.211605,6.176442,,,sans adresse,139.52,True,True,True,Pavé et ciment,circulation Petonne,,limite UL,2024-02-27 00:04:27,,2024-02-27 00:04:27,"MULTIPOLYGON (((302111.25575068314 682985.0016955924, 302112.1976626547 683073.8975760536, 302111.5185019988 683082.3685870167, 302110.94364316104 683086.8118884799, 302111.4782644745 683098.32353429, 302111.48671799514 683098.5055583376, 302111.53404319804 683098.5681369918, 302111.5416403669 683098.570572109, 302111.7294785053 683098.6307797835, 302112.0967228185 683099.9421986331, 302112.65726893704 683098.2262786716, 302112.14480434 683086.8108326449, 302112.14554533537 683086.793652446, 302112.7102175169 683082.510186002, 302112.7188438954 683082.4286916264, 302113.3960601191 683073.9655379108, 302113.401025014 683073.8171687677, 302113.0951853182 683050.1977854169, 302113.01954530977 683027.6919263348, 302113.0194137739 683027.6760935778, 302112.44797569787 682984.5701613072, 302111.25575068314 682985.0016955924)))"
nan,1.216118,6.169515,,,sans adresse,125.18,True,True,True,Pavé et ciment,circulation Petonne,,limite UL,2024-02-27 00:04:27,,2024-02-27 00:04:27,"MULTIPOLYGON (((302598.95517369045 682353.1801904707, 302600.9272470508 682346.8808900596, 302602.46717825485 682338.1945500969, 302602.14261910494 682327.1694214237, 302603.09113800543 682305.8584775731, 302607.5966125692 682283.7131935827, 302609.5422001098 682279.0296850606, 302613.84823690576 682252.9782519821, 302617.2426492602 682236.8156186681, 302614.35986235196 682234.9440171506, 302604.2631960121 682234.1416992326, 302604.46504939575 682231.9462320802, 302608.9114100282 682232.1926348555, 302614.03801816667 682232.5412751298, 302616.05357305834 682233.1354841586, 302617.78383985814 682234.4361167129, 302618.46153915394 682235.404047352, 302618.38214534055 682235.8199521899, 302615.14711197466 682252.0105510411, 302612.70681890147 682265.4294287526, 302610.8049797426 682276.1186149745, 302610.1541994649 682279.6696722482, 302608.33348781243 682283.8673451686, 302608.27170000813 682284.0676490056, 302606.8835995131 682291.125349192, 302603.89992303087 682306.343818783, 302602.7022963204 682327.628744677, 302603.08444207546 682338.3215178025, 302601.33320990566 682347.236189232, 302599.4844417371 682352.7088455994, 302599.41845918226 682352.8336781104, 302599.3339090095 682352.9146266961, 302599.3164685583 682352.9313242364, 302598.95517369045 682353.1801904707)))"
nan,1.216208,6.168998,,,sans adresse,72.01,True,True,True,Pavé et ciment,circulation Petonne,,limite UL,2024-02-27 00:04:27,,2024-02-27 00:04:27,"MULTIPOLYGON (((302605.52608463133 682222.1526184395, 302605.5327308418 682224.1383599527, 302605.7954543643 682224.503279212, 302615.42177343694 682225.4116859017, 302618.0862884193 682225.5497409736, 302619.6538407738 682225.1133750307, 302620.49134457967 682224.770902772, 302620.80470546335 682223.1293604155, 302620.87983128155 682222.9969623601, 302623.0357017104 682216.949547363, 302623.2187381104 682216.4350508669, 302623.66694024636 682215.03834386, 302624.14575577417 682213.5460888743, 302627.1710157937 682204.2606122316, 302630.8325917814 682193.19053268, 302629.83720319933 682193.0113909924, 302623.1381392854 682212.8392973775, 302619.77008483035 682222.2437535274, 302618.41343692783 682223.1889187428, 302605.52608463133 682222.1526184395)))"
nan,1.210493,6.172969,,,sans adresse,246.8,True,True,True,Non Révetue,circulation automobile,,limite UL,2024-02-27 00:02:43,,2024-02-27 00:02:43,"MULTIPOLYGON (((302002.7924257801 682663.3058194658, 302004.0884784666 682654.9896702367, 301971.7991064304 682652.3708531174, 301971.24845635734 682659.3293594986, 302002.7924257801 682663.3058194658)))"
nan,1.211021,6.172064,,,sans adresse,1191.69,True,True,True,Bitumé,circulation automobile,,limite UL,2024-02-27 00:02:43,,2024-02-27 00:02:43,"MULTIPOLYGON (((302068.8722503501 682552.4618065848, 302070.0200891017 682551.8195939808, 302073.63883144065 682551.3393139365, 302078.91112536244 682551.3406994222, 302115.446796337 682552.3905530415, 302115.1567019122 682547.6862642899, 301967.93021557026 682542.3793111332, 301967.94923751784 682548.041648454, 302057.5732028536 682551.9874333689, 302062.3561134969 682552.6113579219, 302056.4597391935 682609.2210346195, 302061.53812529973 682609.4208764031, 302062.19789202104 682609.4468391708, 302062.196682849 682609.4597826137, 302062.196682849 682609.4597826137, 302068.8722503501 682552.4618065848)))"
