nom,longitude,latitude,aire,info_modifier_le,geometry
limite UL,1.213675,6.174565,2116385.8470701673,2024-02-15 13:18:00,"MULTIPOLYGON (((302929.1201585401 681791.385046648, 302912.8470912253 681791.9496984286, 302894.1893882599 681792.5219520117, 302828.04400467686 681794.5507083292, 302719.9578173455 681795.7716374164, 302701.8900459398 681795.9757288753, 302686.7254997524 681796.1470258373, 302602.5679378232 681797.0976599361, 302513.19955087325 681798.1071549123, 302381.9164265681 681798.5008179741, 302352.93997392367 681798.58770621, 302343.3338076961 681798.616511076, 302311.35849900363 681798.7123916241, 302151.7484747786 681800.1320535876, 302030.32557459734 681801.3134359213, 302015.48746520997 681812.9036793926, 302014.6784204308 681822.9040630936, 302007.0583606517 681927.266671968, 302004.3763359297 681960.4231631379, 301998.9103597141 682013.0661422889, 301998.9021668238 682013.1732477031, 301997.718267875 682023.4117405296, 301993.77532833256 682058.4638197292, 301974.85613200435 682222.1786091388, 301958.83220871637 682340.517309012, 301959.0182130793 682341.9741627611, 301935.5745453351 682526.3747130353, 301845.0962886289 683269.7817804199, 301816.03863476403 683515.7373612392, 301816.03863476403 683515.737361241, 301796.534877873 683673.2936077379, 301795.04496296647 683698.4392021649, 301557.54771465395 683719.4628435707, 301553.08489563386 683723.9435855557, 301558.4128309426 683746.5346958721, 301573.87227989413 683812.0846878404, 301611.3906778122 683953.3176663306, 301620.7978685515 683988.4507465725, 301691.80353045184 684126.5427189153, 301720.28381072154 684155.9036204678, 301756.4960070738 684193.2355119389, 301807.51934865874 684245.8365149826, 301809.96398570365 684247.5877213271, 301810.625603617 684248.0283272341, 301812.1023493429 684249.006893679, 301817.9385673609 684252.8742670644, 301851.82710724586 684270.237148954, 301902.4907230667 684295.2569090918, 301918.63223700505 684303.7125360692, 302032.280100858 684358.7002522298, 302039.514978672 684347.020839871, 302039.514978672 684347.020839871, 302051.9975929888 684326.9020990221, 302052.4081281458 684326.0869371056, 302070.1687661752 684290.8212710929, 302070.1763903152 684290.8061325391, 302070.23705392913 684290.6856783783, 302070.2573216379 684290.6454346525, 302070.2576676613 684290.6447477477, 302070.27848201484 684290.6034184374, 302070.27962933603 684290.6011403071, 302070.28119480674 684290.5980318642, 302070.7936965759 684289.5804042233, 302071.92802475963 684287.328073045, 302083.21914211224 684264.5044415126, 302103.02549780643 684224.2157373566, 302125.02525992744 684178.8198501456, 302127.4372986696 684173.876367922, 302129.5703825428 684169.5044518631, 302134.76574171014 684158.8561719428, 302150.8988881394 684125.7900732107, 302154.7693865242 684117.8571617594, 302157.796732128 684111.652403113, 302182.2354159252 684063.7414185604, 302207.31004907424 684018.2615533408, 302210.9141206885 684011.7245607441, 302214.53877186216 684004.4735382178, 302228.86993916554 683975.8044023569, 302275.0449196158 683882.2720407281, 302290.48014741903 683851.0063359105, 302378.9617733285 683671.777338922, 302440.31008679094 683548.2557494761, 302440.3100867914 683548.255749477, 302448.1064295544 683532.7750239623, 302574.3528219383 683282.0952107322, 302679.08326602995 683075.6275249923, 302689.62365139084 683054.8416431006, 302717.264948722 683000.3640092183, 302750.9907730464 682932.6593711892, 302774.7985029984 682885.1981226921, 302776.66992666665 682882.441221036, 302827.78192473855 682775.5443181748, 302885.6842288971 682646.9478575736, 302955.38143206877 682542.3712552032, 302958.9436723382 682536.858893913, 302961.49176085956 682532.7416842781, 302961.72778758337 682532.360311538, 302963.61444543075 682529.3118437153, 302983.5289893295 682483.9440765913, 302992.9703755283 682466.8363491255, 302998.3019776277 682455.6920298679, 303008.1533454535 682435.1003228858, 303011.2364313997 682428.6559383569, 303044.8175323921 682358.463432707, 303049.28383751697 682349.1277903831, 303050.1427345994 682347.3324907493, 303078.86939850205 682287.6400467731, 303080.0920480137 682285.0994476376, 303083.3687913488 682278.608924212, 303084.4262356343 682276.5143546336, 303093.88906230364 682257.7705313048, 303096.26438039955 682253.0655373008, 303097.78986197984 682250.0438865582, 303110.0250451405 682225.8001584569, 303114.68375364545 682216.5689436642, 303114.88326778455 682216.1736070876, 303134.1593689237 682177.9780793376, 303138.8687834143 682168.7738856866, 303147.24381173 682152.1328789031, 303153.3111497992 682140.0772045624, 303154.82160615217 682136.9272691933, 303155.1211068388 682136.3010404849, 303155.48793357087 682135.534039136, 303155.4938915669 682135.521581508, 303158.0213129974 682130.0367810525, 303165.63268438913 682113.5192138705, 303166.8754598098 682112.5319533977, 303189.4248143031 682078.4297210084, 303234.80856067274 681985.2149644418, 303283.69031171757 681875.7243410217, 303308.8409526461 681819.3892201268, 303295.8102645818 681798.9419608009, 303261.58973609284 681787.1315825208, 303221.37707056256 681787.5365241603, 303047.91209129244 681789.4462609504, 303034.718558865 681789.6441892813, 302974.15016032243 681790.5536052297, 302974.1494338724 681790.5536186881, 302974.06800781924 681790.5540319164, 302973.1182462979 681790.5727132276, 302963.7187898678 681790.7467622795, 302949.67657335475 681791.0149710975, 302929.12015854014 681791.385046648, 302929.1201585401 681791.385046648)))"
