nom,longitude,latitude,fonctionnel,secteur,type,materiel,nombe_place,toiture,image,date_creation,zone,trame_verte,aire_repos,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
Reposoir  0,1.21118,6.185051,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302068.5050874562 683993.5500435004)
Reposoir  1,1.211153,6.185031,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302065.5093207607 683991.3299316294)
Reposoir  2,1.211135,6.185028,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302063.4946094635 683991.0645312556)
Reposoir  3,1.210996,6.184956,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302048.106488216 683983.1642641405)
Reposoir  4,1.210971,6.184948,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302045.31151005847 683982.1957692901)
Reposoir  5,1.210945,6.184922,False,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302042.40285188024 683979.4166280057)
Reposoir  6,1.210761,6.184783,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302022.0277302194 683964.0717077599)
Reposoir  7,1.210726,6.184738,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302018.1187462986 683959.1385139227)
Reposoir  8,1.21071,6.184733,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302016.2864437118 683958.5442483611)
Reposoir  9,1.210717,6.184743,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302017.10814215615 683959.6194739001)
Reposoir  10,1.210722,6.18476,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302017.6831133019 683961.5801968932)
Reposoir  11,1.21067,6.184739,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302011.8744894998 683959.2639332418)
Reposoir  12,1.210651,6.184725,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302009.81280657253 683957.7043732108)
Reposoir  13,1.21065,6.184734,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302009.68102454056 683958.6714363949)
Reposoir  14,1.210648,6.184736,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302009.44578205317 683958.9241685974)
Reposoir  15,1.210615,6.184771,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:17,Kpogli gédéon ,2024-11-01 23:42:17,POINT (302005.79293355823 683962.8402129476)
Reposoir  16,1.210623,6.184802,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302006.701680321 683966.264893846)
Reposoir  17,1.210639,6.184825,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302008.5347738143 683968.7055769116)
Reposoir  18,1.210642,6.184837,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302008.79343058384 683970.0819734582)
Reposoir  19,1.210632,6.184847,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302007.68154925026 683971.1878170255)
Reposoir  20,1.210597,6.184886,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302003.8176246885 683975.4987406931)
Reposoir  21,1.210618,6.184924,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302006.26454500936 683979.671300755)
Reposoir  22,1.21061,6.184954,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302005.3351780531 683983.0112574958)
Reposoir  23,1.210573,6.184969,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302001.2594327448 683984.7006345122)
Reposoir  24,1.210558,6.184983,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (301999.61182261846 683986.2969001165)
Reposoir  25,1.210567,6.184997,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302000.59891346446 683987.774916766)
Reposoir  26,1.210548,6.185023,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (301998.44940015156 683990.6706196264)
Reposoir  27,1.210535,6.18503,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (301997.0137251951 683991.4692084155)
Reposoir  28,1.210876,6.185271,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302034.8593257695 684018.042760035)
Reposoir  29,1.210891,6.185307,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302036.5222140874 684021.9400281996)
Reposoir  30,1.2109,6.185324,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302037.5505329333 684023.8617328563)
Reposoir  31,1.210935,6.185329,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302041.48958660045 684024.4111945798)
Reposoir  32,1.210989,6.185355,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302047.43682092987 684027.1996849296)
Reposoir  33,1.211034,6.18539,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302052.4678288314 684031.115700748)
Reposoir  34,1.211067,6.185409,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302056.0353275582 684033.1506279693)
Reposoir  35,1.210674,6.185457,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302012.61225467036 684038.6289970613)
Reposoir  36,1.210668,6.185447,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302011.9344394791 684037.531964735)
Reposoir  37,1.21066,6.185467,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302011.0743468602 684039.735279589)
Reposoir  38,1.210646,6.18548,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302009.5574668563 684041.1696333367)
Reposoir  39,1.210636,6.185493,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:18,Kpogli gédéon ,2024-11-01 23:42:18,POINT (302008.376931137 684042.5951131686)
Reposoir  40,1.21062,6.185521,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302006.6643256981 684045.7952574829)
Reposoir  41,1.210598,6.185543,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302004.17271419277 684048.1734113217)
Reposoir  42,1.210576,6.185598,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302001.8360243788 684054.2227609924)
Reposoir  43,1.210559,6.185646,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (301999.91327482625 684059.5741761321)
Reposoir  44,1.210532,6.185685,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (301997.0214495418 684063.8996359686)
Reposoir  45,1.210503,6.185732,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (301993.83651000843 684069.1072109482)
Reposoir  46,1.210535,6.185776,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (301997.32026589 684073.9502588355)
Reposoir  47,1.210533,6.185701,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (301997.0823291128 684065.6758436522)
Reposoir  48,1.210556,6.185691,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (301999.64231948485 684064.6058241669)
Reposoir  49,1.210578,6.185692,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302002.0648692665 684064.6305512347)
Reposoir  50,1.210578,6.185675,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302002.0961633369 684062.8127457122)
Reposoir  51,1.210587,6.185648,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302003.0574582673 684059.817412465)
Reposoir  52,1.210605,6.185616,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302004.97460565175 684056.2871101975)
Reposoir  53,1.21061,6.185603,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302005.6070903275 684054.8152546533)
Reposoir  54,1.210624,6.185543,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302007.0796387566 684048.1687135587)
Reposoir  55,1.210627,6.185532,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302007.4263409681 684046.9294106422)
Reposoir  56,1.210654,6.185456,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302010.4175650631 684038.5925879634)
Reposoir  57,1.210738,6.185455,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302019.68096531596 684038.4381751724)
Reposoir  58,1.210755,6.185447,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302021.6231753161 684037.5082889564)
Reposoir  59,1.210708,6.185477,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302016.38556677813 684040.8751336448)
Reposoir  60,1.210668,6.185521,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302012.00150574115 684045.7362603995)
Reposoir  61,1.210668,6.185521,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302012.00150574115 684045.7362603995)
Reposoir  62,1.210652,6.185564,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302010.2523480009 684050.4741607315)
Reposoir  63,1.210635,6.185587,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302008.28320304595 684053.0255205296)
Reposoir  64,1.210622,6.185629,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302006.87086682033 684057.7317624904)
Reposoir  65,1.210615,6.185646,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302006.12038417114 684059.5632350005)
Reposoir  66,1.210613,6.185666,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302005.90739144094 684061.8221260227)
Reposoir  67,1.210604,6.18569,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302004.9092460744 684064.4581422738)
Reposoir  68,1.210591,6.18575,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302003.5449929169 684071.1175907608)
Reposoir  69,1.210566,6.185795,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:19,Kpogli gédéon ,2024-11-01 23:42:19,POINT (302000.731593593 684076.1184249496)
Reposoir  70,1.210567,6.185811,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302000.94372961414 684077.7808718605)
Reposoir  71,1.210613,6.185773,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302005.9544755749 684073.5732539763)
Reposoir  72,1.210628,6.185647,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302007.54699045257 684059.721010646)
Reposoir  73,1.210658,6.185646,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302010.9594722234 684059.5356648029)
Reposoir  74,1.210665,6.185621,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302011.6808894774 684056.8296874461)
Reposoir  75,1.210719,6.185471,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302017.61742619827 684040.1956806836)
Reposoir  76,1.210784,6.185437,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:20,Kpogli gédéon ,2024-11-01 23:42:20,POINT (302024.79856796155 684036.434651352)
Reposoir 77,1.21443,6.175259,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302424.5344482007 682909.3591058608)
Reposoir 2056,1.211533,6.174418,True,Campus Sud,Banc,Bois,2.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:41,AWUDI Koffi Fabrice,2024-11-01 23:43:41,POINT (302103.6351903104 682817.4304317046)
Reposoir 78,1.214321,6.175221,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302412.43567974877 682905.2180087059)
Reposoir 79,1.214352,6.175192,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302415.92586205207 682901.9768731472)
Reposoir 80,1.21439,6.175195,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302420.0588960905 682902.2936978774)
Reposoir 81,1.214451,6.17522,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302426.8490048051 682905.0911499168)
Reposoir 82,1.214596,6.175246,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302442.9081608837 682907.9072903105)
Reposoir 83,1.214705,6.175211,True,Campus Sud,Banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302454.9677131091 682903.9849023421)
Reposoir 84,1.214656,6.175207,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302449.5548372013 682903.5805710682)
Reposoir 85,1.2146,6.17518,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302443.3774435322 682900.6350742498)
Reposoir 86,1.214589,6.175151,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302442.0713687141 682897.3458768803)
Reposoir 87,1.214663,6.175178,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302450.31323536346 682900.3353261624)
Reposoir 88,1.214737,6.175161,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302458.45027705014 682898.4710287055)
Reposoir 89,1.214716,6.175139,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302456.11215128994 682896.0402057624)
Reposoir 90,1.214685,6.175104,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302452.72657925205 682892.1873003821)
Reposoir 91,1.21406,6.1756,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302383.6806132528 682947.2738329924)
Reposoir 92,1.214546,6.175108,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302437.3711498671 682892.5993330933)
Reposoir 93,1.214459,6.175149,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:20,GOMADO koffi Eustache ,2024-11-01 23:42:20,POINT (302427.77457680565 682897.2356631585)
Reposoir 94,1.214482,6.175149,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302430.30493212293 682897.2459796171)
Reposoir 95,1.21456,6.17518,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302438.91672444995 682900.6334419638)
Reposoir 96,1.214535,6.175098,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302436.1523118217 682891.5593849272)
Reposoir 97,1.214477,6.175146,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302429.7202534785 682896.8420494285)
Reposoir 98,1.214343,6.175086,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302414.9047667875 682890.2592326511)
Reposoir 99,1.214376,6.175076,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302418.5270689357 682889.1178905413)
Reposoir 100,1.214424,6.175052,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302423.7802363802 682886.4559016868)
Reposoir 101,1.214652,6.175046,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302449.0466992922 682885.7297181601)
Reposoir 102,1.214696,6.175042,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302453.89778094983 682885.2920788893)
Reposoir 103,1.214751,6.175044,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302460.0351095726 682885.5314046757)
Reposoir 104,1.214788,6.174937,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302464.07536064344 682873.6906241156)
Reposoir 105,1.2147,6.174963,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302454.3610237021 682876.5478385618)
Reposoir 106,1.214695,6.174975,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302453.7522702513 682877.8770427086)
Reposoir 107,1.214634,6.174961,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302447.03623939015 682876.3755347269)
Reposoir 108,1.214635,6.175038,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302447.1874688511 682884.8356929682)
Reposoir 109,1.214534,6.174961,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302435.9023082648 682876.4195023747)
Reposoir 110,1.214526,6.174966,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302435.0883696682 682876.9652625435)
Reposoir 111,1.214522,6.175014,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302434.6247393814 682882.292059743)
Reposoir 112,1.214518,6.174971,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302434.195973474 682877.5499947335)
