nom,longitude,latitude,fonctionnel,secteur,type,materiel,nombe_place,toiture,image,date_creation,zone,trame_verte,aire_repos,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
Reposoir  1701,1.215757,6.17157,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302570.0294756626 682500.9105366998)
Reposoir 2078,1.212037,6.174983,True,Campus Sud,Banc,Béton,2.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:42,AWUDI Koffi Fabrice,2024-11-01 23:43:42,POINT (302159.5382353346 682879.7093919562)
Reposoir  1702,1.215795,6.17154,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302574.2613707802 682497.5784590581)
Reposoir  1703,1.215747,6.171443,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302568.87569010817 682486.905466308)
Reposoir  1704,1.2157,6.171398,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302563.6936227356 682481.9459623471)
Reposoir  1705,1.215735,6.171415,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302567.57384612574 682483.7762486228)
Reposoir  1706,1.215755,6.171458,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302569.80363856326 682488.5613114586)
Reposoir  1707,1.215795,6.171545,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302574.26322262315 682498.1314370934)
Reposoir  1708,1.215767,6.17157,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302571.13634685305 682500.9068298634)
Reposoir  1709,1.215743,6.1716,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302568.56475885597 682504.2333474912)
Reposoir  1710,1.21577,6.171615,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:26,AZONDJAGNI Yao Divin ,2024-11-01 23:43:26,POINT (302571.5219708708 682505.8823966521)
Reposoir  1711,1.215732,6.171653,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302567.29316315276 682510.1361048102)
Reposoir  1712,1.215843,6.1717,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302579.670506448 682515.255840077)
Reposoir  1713,1.21582,6.171658,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302577.07237558183 682510.6563389442)
Reposoir  1714,1.215785,6.171572,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302573.16622797435 682501.0843600638)
Reposoir  1715,1.215802,6.171525,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302574.99372943497 682495.9170537957)
Reposoir  1716,1.215795,6.171478,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302574.2385315058 682490.7583966253)
Reposoir  1717,1.215808,6.171427,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302575.69522469246 682485.0393480497)
Reposoir  1718,1.21578,6.17136,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302572.5343980093 682477.6768098231)
Reposoir  1719,1.215818,6.171315,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302576.76074001094 682472.6857988344)
Reposoir  1720,1.215772,6.171367,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302571.6144740786 682478.4172027778)
Reposoir  1721,1.21569,6.171347,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302562.56761483476 682476.2355625639)
Reposoir  1722,1.215573,6.171327,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302549.64670324954 682474.066898214)
Reposoir  1723,1.215582,6.17131,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302550.5629230948 682472.2205486692)
Reposoir  1724,1.215648,6.171295,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302557.93651277624 682470.5369011932)
Reposoir  1725,1.215732,6.1713,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302567.1622963175 682471.0589890523)
Reposoir  1726,1.215757,6.171297,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302569.9282411833 682470.681070241)
Reposoir  1727,1.215862,6.171315,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302581.557183933 682472.6697372365)
Reposoir  1728,1.215773,6.171273,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302571.7643857646 682468.0943282875)
Reposoir  1729,1.215713,6.171313,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302565.13796968304 682472.5403929236)
Reposoir  1730,1.215682,6.171278,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302561.61991256 682468.681284729)
Reposoir  1731,1.215758,6.1712,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302570.0769184751 682459.9895436675)
Reposoir  1732,1.215842,6.171203,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:27,AZONDJAGNI Yao Divin ,2024-11-01 23:43:27,POINT (302579.30208574596 682460.3273078626)
Reposoir  1733,1.215838,6.171213,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302578.93683183996 682461.4344993812)
Reposoir  1734,1.215788,6.171145,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302573.377165201 682453.8956655496)
Reposoir  1735,1.215722,6.171153,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302566.00110434997 682454.8420062925)
Reposoir  1736,1.215858,6.171193,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302581.1431688983 682459.2151744488)
Reposoir  1737,1.21581,6.171175,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302575.7864982587 682457.2055029288)
Reposoir  1738,1.215783,6.171178,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302572.8360741131 682457.5840390302)
Reposoir  1739,1.215793,6.171165,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302573.9380081451 682456.1057244032)
Reposoir  1740,1.2158,6.171118,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302574.65864011843 682450.9421251378)
Reposoir  1741,1.215803,6.17112,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302575.02821472305 682451.1252156509)
Reposoir  1742,1.215857,6.171095,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302580.92227426893 682448.3405579878)
Reposoir  1743,1.215933,6.171183,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302589.4410049184 682458.0814209637)
Reposoir  1744,1.215918,6.171238,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302587.8010648447 682464.1697382863)
Reposoir  1745,1.215972,6.171507,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302593.8037506182 682493.826456514)
Reposoir  1746,1.215923,6.171652,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302588.50757298886 682509.880732794)
Reposoir  1747,1.215913,6.171748,True,Campus Sud,Table banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302587.43650289124 682520.575347423)
Reposoir  1748,1.215908,6.17187,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302586.9281281118 682534.032998913)
Reposoir  1749,1.215918,6.171948,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AZONDJAGNI Yao Divin ,2024-11-01 23:43:28,POINT (302588.06401050463 682542.6926143101)
Reposoir 1750,1.21341,6.173069,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,,2024-11-01 23:43:28,POINT (302310.8906736815 682667.5757305311)
Reposoir 1751,1.213417,6.173004,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AWUdI Koffi Fabrice,2024-11-01 23:43:28,POINT (302311.64311941573 682660.3977806378)
Reposoir 1752,1.213356,6.172974,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AWUdI Koffi Fabrice,2024-11-01 23:43:28,POINT (302304.8187197925 682657.1149880362)
Reposoir 1753,1.213365,6.173014,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AWUdI Koffi Fabrice,2024-11-01 23:43:28,POINT (302305.84402064036 682661.5186094681)
Reposoir 1754,1.213424,6.172945,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AWUdI Koffi Fabrice,2024-11-01 23:43:28,POINT (302312.31966038 682653.8481779825)
Reposoir 1755,1.213429,6.172888,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AWUdI Koffi Fabrice,2024-11-01 23:43:28,POINT (302312.86949160794 682647.5808695579)
Reposoir 1756,1.213361,6.172934,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:28,AWUdI Koffi Fabrice,2024-11-01 23:43:28,POINT (302305.3583409346 682652.6955824579)
Reposoir 1757,1.213372,6.17289,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302306.5348508028 682647.7793106022)
Reposoir 1758,1.213326,6.17289,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302301.5083479266 682647.8300137062)
Reposoir 1759,1.213273,6.172891,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302295.6236616324 682647.8893734379)
Reposoir 1760,1.213311,6.172958,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302299.8385702014 682655.3260749083)
Reposoir 1761,1.213286,6.172929,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302297.10926912865 682652.1657430426)
Reposoir 1762,1.213306,6.173064,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302299.3443015091 682667.1016308021)
Reposoir 1763,1.213277,6.173026,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302296.11347996205 682662.8428669006)
Reposoir 1764,1.213236,6.173058,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302291.61323078146 682666.4439546631)
Reposoir 1765,1.213246,6.172982,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302292.63127984747 682657.9735881656)
Reposoir 1766,1.213188,6.172891,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302286.1547968206 682647.9848887889)
Reposoir 1767,1.213184,6.172949,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302285.728712672 682654.3649122521)
Reposoir 1768,1.213182,6.173008,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302285.5490604468 682660.8650600241)
Reposoir 1769,1.213176,6.173055,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302284.9535753706 682666.1552337573)
Reposoir 1770,1.213125,6.173053,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302279.2689944187 682665.9434914946)
Reposoir 1771,1.213129,6.173006,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302279.7541863583 682660.6914377419)
Reposoir 1772,1.213129,6.172951,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302279.69312076207 682654.6376388574)
Reposoir 1773,1.213133,6.172894,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302280.1674565957 682648.3093541916)
Reposoir 1774,1.213086,6.172889,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302274.9154028428 682647.824162252)
Reposoir 1775,1.213084,6.172951,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302274.71555279027 682654.6878483476)
Reposoir 1776,1.213086,6.173009,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302274.91386127716 682661.0093479468)
Reposoir 1777,1.21308,6.173049,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302274.2859983939 682665.4555855284)
Reposoir 1778,1.213038,6.173048,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302269.71066000126 682665.3671951148)
Reposoir 2079,1.212023,6.174866,True,Campus Sud,Banc,Béton,2.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:42,AWUDI Koffi Fabrice,2024-11-01 23:43:42,POINT (302158.03546571126 682866.8386669648)
Reposoir 1779,1.213043,6.173006,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:29,AWUdI Koffi Fabrice,2024-11-01 23:43:29,POINT (302270.20263700705 682660.7877856825)
Reposoir 1780,1.213044,6.172953,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302270.2774572882 682654.867158649)
Reposoir 1781,1.213048,6.172893,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302270.7490790954 682648.269816255)
Reposoir 1782,1.213005,6.173047,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302265.968108013 682665.2414508723)
Reposoir 1783,1.213008,6.173006,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302266.30823885556 682660.7839602395)
Reposoir 1784,1.213014,6.172952,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302266.9282965368 682654.7269475483)
Reposoir 1785,1.213018,6.172892,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302267.4162180479 682648.1444305787)
Reposoir 1786,1.212972,6.173044,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302262.38574815 682665.0001719159)
Reposoir 1787,1.212943,6.173046,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302259.1148170883 682665.1414451319)
Reposoir 1788,1.212914,6.173045,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302255.92825196043 682665.1007744471)
Reposoir 1789,1.212877,6.173042,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302251.8287271374 682664.8053967891)
Reposoir 1790,1.212843,6.173042,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302248.0678687475 682664.7637073572)
Reposoir 1791,1.212975,6.173007,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302262.6663651598 682660.8806792954)
Reposoir 1792,1.212979,6.172965,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302263.06240349275 682656.2550889871)
Reposoir 1793,1.212982,6.172925,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302263.4443695567 682651.7541343012)
Reposoir 1794,1.212986,6.172886,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302263.7981910824 682647.5024508607)
Reposoir 1795,1.21299,6.17284,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302264.2505184918 682642.3783180616)
Reposoir 1796,1.212993,6.172795,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302264.5641380093 682637.3647486159)
Reposoir 1797,1.212996,6.172747,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302264.90590206505 682632.101907925)
Reposoir 1798,1.212999,6.172709,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302265.25972359086 682627.8502244846)
Reposoir 1799,1.213002,6.172663,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302265.57334310835 682622.8366550389)
Reposoir 1800,1.212944,6.173006,True,Campus Sud,Banc,Béton,4.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302259.273058809 682660.749999276)
Reposoir 1801,1.212949,6.172965,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:30,AWUdI Koffi Fabrice,2024-11-01 23:43:30,POINT (302259.77966049564 682656.2631168591)
