nom,longitude,latitude,longueur,hauteur,geometry
Cloture UL,1.21264,6.17624,,,"MULTILINESTRING ((302151.7484747786 681800.1320535876, 302030.32557459734 681801.3134359213, 302015.48746520997 681812.9036793926, 302014.6784204308 681822.9040630936, 302014.59807279083 681823.8972185407, 302007.0583606517 681927.266671968, 302005.5245703282 681948.2949373036, 302004.3763359297 681960.4231631379, 302001.5509670464 681990.2661219672, 301999.31189986353 682009.6298297514, 301993.0031369297 682063.619153604, 301990.28108619095 682081.7661585293, 301974.85613200435 682222.1786091388, 301959.2164235267 682340.4700209765, 301959.0182130793 682341.9741627611, 301935.5745453351 682526.3747130353, 301845.0962886289 683269.7817804199, 301816.03863476403 683515.7373612392, 301816.03863476403 683515.737361241, 301797.4585346629 683673.0491063261, 301797.43422633514 683673.3048231016, 301795.04496296647 683698.4392021649, 301557.54771465395 683719.4628435707, 301553.08489563386 683723.9435855557, 301558.4128309426 683746.5346958721, 301573.87227989413 683812.0846878404, 301575.96455154906 683820.9561806477, 301576.0740891916 683821.4206339158, 301611.3906778122 683953.3176663306, 301620.7978685515 683988.4507465725, 301691.80353045184 684126.5427189153, 301720.28381072154 684155.9036204678, 301756.4960070738 684193.2355119389, 301807.51934865874 684245.8365149826, 301809.96398570365 684247.5877213271, 301810.0046668815 684247.6168631323, 301817.9385673609 684252.8742670644, 301851.82710724586 684270.237148954, 301860.49964192044 684274.6805447376, 301901.3522556224 684294.6591969316, 301902.4907230667 684295.2569090918, 301918.4810119638 684303.6520460525, 302032.280100858 684358.7002522298, 302035.4349206346 684353.6073616468, 302038.2489257577 684349.0646551827, 302051.9975929888 684326.9020990221, 302052.4081281458 684326.0869371056, 302070.1687661752 684290.8212710929, 302070.1763903152 684290.8061325391, 302070.23705392913 684290.6856783783, 302070.2573216379 684290.6454346525, 302070.27848201484 684290.6034184374, 302070.27962933603 684290.6011403071, 302070.28119480674 684290.5980318642, 302070.7936965759 684289.5804042233, 302071.92802475963 684287.328073045, 302076.9045441183 684277.4466561221, 302083.21914211224 684264.5044415126, 302125.02525992744 684178.8198501456, 302164.17852243537 684098.572473111, 302174.6933302434 684078.594338276, 302181.2919462681 684065.4526648461, 302207.31004907424 684018.2615533408, 302210.9141206885 684011.7245607441, 302213.04450199305 684007.8605179874, 302228.86993916554 683975.8044023569, 302275.0449196158 683882.2720407281, 302290.48014741903 683851.0063359105, 302378.9617733285 683671.777338922, 302440.31008679094 683548.2557494761, 302440.3100867914 683548.255749477, 302448.1064295544 683532.7750239623, 302574.9092195468 683280.990405708, 302717.264948722 683000.3640092183, 302723.3591879597 682987.890138068, 302732.51977706666 682969.5560697193, 302774.3082112462 682885.920399623, 302774.7985029984 682885.1981226921, 302776.66992666665 682882.441221036, 302827.78192473855 682775.5443181748, 302885.6842288971 682646.9478575736, 302955.38143206877 682542.3712552032, 302957.49234721815 682539.2039497136, 302958.9436723382 682536.858893913, 302961.49176085956 682532.7416842781, 302961.72778758337 682532.360311538, 302963.61444543075 682529.3118437153, 302963.07290868537 682524.7606487176, 302953.3228141727 682514.4370192337, 302947.969821107 682504.8781030448, 302983.5289893295 682483.9440765913, 302992.5143705471 682467.7895082321, 302992.9703755283 682466.8363491255, 302998.3019776277 682455.6920298679, 303008.1533454535 682435.1003228858, 303011.2364313997 682428.6559383569, 303044.8175323921 682358.463432707, 303049.28383751697 682349.1277903831, 303050.1427345994 682347.3324907493, 303076.72842217074 682291.7620666147, 303080.0920480137 682285.0994476376, 303084.4262356343 682276.5143546336, 303093.88906230364 682257.7705313048, 303096.26438039955 682253.0655373008, 303097.78986197984 682250.0438865582, 303098.1341234524 682249.3619786625, 303110.0250451405 682225.8001584569, 303114.68375364545 682216.5689436642, 303134.1593689237 682177.9780793376, 303135.0378109228 682176.3859482154, 303138.8687834143 682168.7738856866, 303147.24381173 682152.1328789031, 303153.3111497992 682140.0772045624, 303153.39093000535 682139.9186829549, 303154.82160615217 682136.9272691933, 303155.1211068388 682136.3010404849, 303155.48793357087 682135.534039136, 303155.4938915669 682135.521581508), (302974.2888850368 681790.551036458, 302974.15016032243 681790.5536052297, 302973.1182462979 681790.5727132276, 302963.7187898678 681790.7467622795, 302954.76994205127 681790.9124674445, 302949.67657335475 681791.0149710975, 302948.44294624723 681791.0397977481, 302947.718926827 681791.0408610487, 302934.498518856 681791.2856238069, 302912.8470912253 681791.9496984286, 302894.1893882599 681792.5219520117, 302828.04400467686 681794.5507083292, 302701.8900459398 681795.9757288753, 302686.7254997524 681796.1470258373, 302602.5679378232 681797.0976599361, 302513.19955087325 681798.1071549123, 302381.9164265681 681798.5008179741, 302352.93997392367 681798.58770621, 302343.3338076961 681798.616511076, 302311.35849900363 681798.7123916241, 302151.7484747786 681800.1320535876))"
